wagnum,ts_id,target
9510,3,19965.053
9515,5,16580.023
9520,2,75513.555
9523,4,26903.615
9525,2,79823.9
9535,2,75578.29
9540,3,38974.61
9541,3,61079.168
9542,2,73310.89
9542,5,41839.64
9543,2,25208.764
9545,3,11937.102
9547,2,26789.96
9550,2,57866.625
9552,2,16538.385
9554,5,24496.059
9556,3,75611.39
9561,5,15316.334
9562,3,83176.35
9564,3,57446.254
9565,1,19083.06
9565,2,11872.141
9565,4,28772.033
9568,6,75861.8
9571,4,22680.057
9576,2,56701.816
9580,5,30288.684
9582,5,5201.749
9584,4,20149.596
9585,6,12749.093
9591,3,28141.309
9593,4,17516.65
9598,3,20545.441
9600,3,18622.883
9610,3,12585.613
9614,2,49745.74
9619,3,17713.682
9620,3,7052.4556
9622,3,78543.75
9627,4,24254.654
9632,2,25152.275
9634,3,20745.146
9634,5,10368.246
9635,3,65779.78
9637,3,49453.492
9639,3,74664.125
9643,1,34386.02
9650,2,24423.193
9651,3,27772.041
9656,1,45124.25
9666,2,20955.863
9667,2,29817.305
9669,1,40516.023
9672,2,74657.58
9674,4,22663.375
9675,4,71588.25
9676,2,76622.96
9679,2,36084.832
9689,2,61125.812
9690,3,28142.58
9691,4,48727.273
9692,3,7923.306
9697,4,54261.473
9700,3,53971.39
9703,2,46430.047
9704,1,20604.518
9705,3,42700.875
9706,1,26822.744
9708,1,21374.2
9714,5,18650.674
9716,2,71190.39
9722,1,17439.344
9726,3,83967.09
9736,1,68725.11
9736,2,30566.541
9745,6,13232.597
9746,1,23608.809
9749,2,19877.514
9753,2,28982.564
9757,2,56372.27
9758,5,21303.363
9759,2,42963.555
9759,3,26368.908
9759,4,36647.934
9762,4,77320.305
9763,4,79651.24
9765,3,81180.02
9775,6,17582.887
9776,4,14188.111
9778,3,43515.574
9781,4,11866.599
9783,4,46866.25
9784,4,49731.16
9785,1,54758.812
9786,3,56764.555
9787,3,71517.336
9796,3,18338.125
9800,1,10284.745
9802,3,37715.258
9804,1,18593.28
9811,3,42130.543
9813,2,30704.24
9815,3,72821.234
9824,4,59190.484
9826,1,41796.79
9832,4,25712.246
9834,1,22609.59
9837,4,8787.132
9840,3,20713.51
9841,1,21462.326
9848,2,47764.33
9850,3,30388.84
9852,3,32295.516
9854,2,56786.656
9860,8,72157.45
9864,1,53123.758
9864,2,37716.617
9874,2,40882.242
9876,4,39432.0
9881,2,32490.625
9882,5,53850.465
9890,2,44526.547
9892,2,53088.395
9893,1,42993.875
9894,4,31023.201
9896,3,73339.98
9897,2,71532.13
9901,1,34841.17
9906,1,18507.738
9910,4,21820.586
9916,3,81079.56
9919,2,41270.0
9929,2,12469.481
9935,4,43945.293
9941,2,54261.473
9946,3,21348.72
9949,4,37854.68
9953,3,46568.273
9959,3,57960.812
9963,2,39906.727
9963,3,27820.002
9974,1,38498.836
9979,2,28615.703
9982,3,67809.53
9992,2,12531.243
9993,2,52063.074
10005,2,23503.24
10008,2,102185.77
10010,2,24952.912
10013,3,25272.74
10024,4,15898.748
10026,3,73820.73
10032,1,54812.492
10033,1,17869.63
10034,2,50660.688
10038,2,52157.76
10040,2,43058.258
10048,3,11062.272
10053,2,81172.234
10054,2,29148.623
10055,4,78334.984
10061,2,38154.69
10065,2,16712.45
10073,2,84822.125
10074,4,7599.674
10076,3,43443.74
10077,3,32233.137
10078,3,41366.45
10079,4,19118.635
10080,3,27979.834
10084,7,15550.016
10085,3,54539.004
10088,3,114376.086
10089,3,67205.25
10094,2,42559.617
10097,3,53136.09
10100,1,21940.293
10101,2,51797.28
10103,3,11316.97
10109,3,68140.12
10112,3,79138.55
10134,4,39066.63
10139,1,13247.934
10142,3,49400.58
10142,5,22895.098
10148,5,42117.0
10151,2,35388.55
10154,5,44434.105
10156,2,97989.68
10160,2,78240.52
10164,2,53795.277
10168,3,74744.086
10175,4,144568.88
10176,2,18983.828
10178,2,36147.15
10183,8,28125.059
10186,3,27485.998
10195,4,48208.023
10195,5,26518.28
10203,5,58382.348
10205,3,24020.889
10211,2,79158.98
10212,4,69857.05
10213,4,38636.254
10215,2,78023.586
10217,4,20172.867
10218,4,18783.5
10221,1,19382.783
10222,5,32970.336
10232,2,55498.246
10234,2,22643.738
10235,1,19961.469
10239,3,18712.078
10240,2,61486.77
10242,3,61982.477
10243,2,73204.516
10246,3,32795.223
10249,4,23313.559
10252,1,20362.936
10253,2,69351.96
10261,1,13624.709
10272,3,57427.457
10273,3,48567.965
10274,6,22725.479
10276,1,18521.71
10277,4,48044.004
10290,2,83439.56
10291,5,14173.312
10292,2,19448.863
10293,7,72275.086
10300,3,43027.76
10302,4,80743.164
10306,2,69116.9
10307,3,34635.055
10309,3,37765.047
10312,3,22556.271
10313,3,36051.53
10314,2,33869.617
10317,2,68987.875
10320,2,34126.15
10321,5,20402.215
10326,2,42625.816
10330,2,54532.363
10335,3,75876.35
10342,2,24637.145
10343,2,48884.215
10344,1,39593.254
10350,3,72841.8
10351,2,33131.934
10352,2,28424.861
10354,2,36621.12
10360,2,69134.336
10362,2,42905.375
10366,4,68307.56
10370,4,41260.766
10373,3,23096.646
10375,3,67384.32
10378,4,31505.477
10380,2,66612.38
10383,3,75985.99
10384,3,17149.043
10386,2,62565.06
10389,1,28801.637
10391,3,25650.314
10395,3,37023.52
10400,2,22121.479
10402,2,35617.86
10404,2,90925.46
10407,3,7832.4355
10407,4,29019.975
10410,5,11704.732
10411,1,61343.44
10420,4,33830.316
10423,3,51492.156
10424,2,45120.723
10425,3,19408.94
10426,3,27463.176
10427,3,47516.99
10428,3,61286.766
10430,4,30021.072
10431,3,60915.027
10432,2,70538.85
10437,3,39069.207
10438,4,37432.605
10443,1,56121.73
10446,3,79021.55
10450,2,41290.348
10457,3,30480.43
10463,2,34486.766
10464,4,57011.473
10467,3,2933.2224
10468,5,71876.66
10479,4,52241.473
10481,2,31401.898
10485,5,21300.861
10490,3,26252.713
10491,4,68571.91
10494,4,30142.244
10495,6,50713.24
10501,4,26740.95
10502,2,50907.13
10503,3,31346.346
10508,2,44259.33
10515,4,54652.027
10516,2,57715.516
10520,5,76676.48
10521,5,49142.332
10525,3,50561.93
10537,2,67468.01
10543,4,74788.664
10545,5,19687.842
10548,1,22634.867
10549,4,20353.395
10550,4,48689.16
10559,1,39590.18
10561,2,61247.246
10562,1,27937.562
10565,2,83600.47
10569,5,24663.67
10570,4,33483.21
10571,2,19195.74
10572,2,24689.254
10579,2,23491.951
10581,3,23674.832
10586,1,51824.145
10587,3,110716.73
10588,5,15897.556
10589,2,21985.645
10591,4,37245.36
10594,5,53594.613
10597,4,48934.83
10601,4,31574.555
10604,4,14193.925
10606,3,20579.871
10607,4,76409.98
10610,2,68037.02
10624,1,22344.53
10624,3,72828.51
10633,4,77629.24
10637,3,77401.66
10638,5,56642.727
10640,4,57288.582
10642,2,15843.096
10643,4,80172.016
10649,2,50310.094
10650,5,18773.531
10657,1,51481.37
10657,2,44303.164
10663,7,22841.254
10666,2,30953.494
10672,3,32933.387
10679,2,69400.695
10691,4,82374.7
10694,2,38713.426
10698,3,39363.055
10702,3,30714.406
10703,5,30405.045
10705,4,63847.45
10710,2,45416.38
10716,2,26695.992
10717,3,49082.99
10718,2,47263.09
10725,4,56148.004
10726,2,57812.69
10730,3,16073.814
10731,4,75614.836
10742,2,4894.4697
10744,3,5825.617
10745,2,36796.223
10750,4,25058.285
10753,3,54431.25
10754,4,32638.9
10759,4,39459.953
10761,1,34979.8
10762,4,27127.275
10764,5,28892.693
10768,5,22790.621
10771,5,78192.875
10776,6,24810.562
10779,3,12007.626
10782,2,15009.395
10783,5,5408.959
10786,3,57469.17
10788,2,23844.305
10790,3,60487.734
10791,2,44436.6
10793,3,60361.9
10801,4,72687.36
10802,4,58728.836
10805,3,39808.992
10810,2,27672.219
10811,5,45849.81
10812,6,30497.941
10813,3,76035.94
10816,3,76873.71
10820,2,19739.816
10823,3,48384.76
10825,2,7279.5776
10825,4,28584.03
10830,1,30627.297
10835,4,15920.591
10836,1,31649.164
10836,2,50829.086
10844,1,9950.468
10846,5,62487.4
10851,2,25987.193
10860,3,12499.779
10869,2,56764.555
10871,2,27168.922
10872,2,62308.297
10872,3,15198.124
10874,2,43151.797
10875,4,32393.123
10879,2,53996.438
10881,2,59125.867
10885,2,39537.223
10886,5,80435.59
10891,2,49699.547
10894,1,31666.03
10898,6,35869.953
10904,4,44878.848
10909,2,25528.66
10909,4,18600.697
10914,5,26927.232
10917,5,35958.305
10919,2,59569.332
10920,3,46021.72
10922,5,51595.676
10923,2,60353.465
10925,2,38349.773
10935,3,30995.0
10936,4,49967.793
10937,2,37788.387
10939,2,17909.62
10940,6,16175.733
10941,3,43538.26
10942,3,76888.02
10942,5,22548.48
10945,3,13488.745
10947,2,64451.38
10948,3,34393.37
10950,3,15906.56
10952,3,57382.312
10953,4,34789.46
10955,5,36715.676
10958,3,74730.84
10960,3,10956.115
10968,4,55804.68
10971,5,68185.26
10974,5,25720.545
10977,4,64948.973
10983,3,79711.64
10987,3,41805.082
10990,1,25299.05
11000,3,26686.504
11005,2,25609.123
11007,3,24315.45
11008,3,78765.16
11011,1,16452.111
11016,2,16583.246
11018,2,25193.996
11019,2,76845.836
11020,3,44429.992
11021,7,20818.762
11025,2,82804.55
11026,3,68786.24
11027,2,32463.463
11028,6,74510.336
11029,2,39467.316
11033,4,52391.418
11034,2,59307.195
11035,3,19815.443
11036,3,43327.906
11041,3,51612.805
11043,4,75695.34
11045,4,8347.518
11046,1,46325.28
11054,2,25437.373
11056,6,13885.5625
11057,6,15261.44
11061,2,25491.65
11063,2,16546.092
11065,3,29918.99
11068,3,34326.348
11074,7,6049.2407
11076,3,79784.984
11077,1,52632.44
11082,1,17123.49
11083,1,23209.908
11083,2,29103.76
11092,4,15144.931
11093,3,80612.875
11101,3,19071.738
11103,1,36055.03
11113,5,38641.73
11114,5,26593.398
11116,2,65555.836
11119,4,28161.393
11120,3,51550.31
11121,6,52878.77
11123,5,77972.06
11124,2,57867.79
11126,2,22932.328
11130,3,36142.215
11139,3,40927.03
11142,4,64013.016
11143,7,24917.936
11144,1,18120.762
11145,4,37324.01
11146,1,67355.734
11157,4,29273.715
11159,3,59747.395
11163,3,87703.7
11164,2,18881.775
11165,6,38670.605
11169,2,68470.14
11171,5,31714.47
11172,2,53703.555
11174,2,35699.625
11178,1,34269.074
11179,6,20805.291
11182,4,78925.38
11198,5,24919.125
11202,4,72225.625
11203,4,13962.365
11204,3,78681.73
11205,2,24078.738
11211,2,34246.81
11216,1,27263.387
11219,5,36882.516
11222,3,61770.402
11225,3,86587.99
11229,2,16785.318
11230,3,41241.36
11249,3,75115.35
11252,3,44133.535
11256,2,16983.285
11258,2,56650.426
11259,3,22534.236
11260,4,80120.87
11261,2,68765.26
11262,5,23527.896
11263,4,9945.871
11264,1,16671.254
11266,4,28246.97
11268,3,18345.941
11268,5,56148.004
11273,5,11275.488
11274,3,66853.84
11279,1,20767.375
11281,3,18073.053
11282,2,33561.613
11287,2,51349.01
11291,2,71440.15
11295,2,48804.465
11296,1,32308.748
11307,4,44076.24
11308,3,56197.35
11309,3,23075.637
11310,3,22266.375
11313,4,13732.133
11314,5,34415.508
11316,1,22950.844
11317,2,56944.74
11325,2,58982.832
11326,2,25517.23
11328,4,49869.793
11329,7,72770.04
11337,3,34974.965
11338,3,45589.72
11339,2,51793.57
11345,3,24503.56
11349,1,17225.014
11354,4,62316.426
11358,3,63604.664
11362,1,36194.406
11375,3,51577.56
11376,1,23928.701
11383,1,22433.734
11384,3,26089.389
11389,3,45564.766
11391,2,72861.164
11396,4,40199.156
11397,3,23556.732
11400,3,37480.824
11405,2,21972.787
11406,2,38051.992
11408,4,75895.37
11409,3,37113.1
11410,2,7453.0054
11411,2,41978.17
11413,3,27464.701
11416,2,19602.447
11421,2,63239.34
11423,7,16799.258
11428,3,13149.99
11434,4,84435.56
11440,2,38133.668
11442,3,15037.065
11443,3,59268.66
11449,1,18066.87
11453,6,41838.54
11458,1,6768.68
11463,4,19665.412
11468,3,41282.49
11473,2,21625.137
11483,4,8730.534
11487,4,28322.914
11490,2,16801.875
11491,2,68945.234
11492,2,87480.21
11492,5,49260.297
11498,3,78083.6
11504,1,22746.564
11509,2,52063.297
11513,3,48512.766
11515,1,33764.086
11522,2,54645.91
11525,2,77525.3
11526,3,41058.504
11527,2,32302.719
11531,5,15959.513
11533,3,81789.734
11535,6,19697.691
11540,2,59259.062
11549,2,50394.133
11556,4,14156.725
11558,1,16848.129
11560,1,7585.337
11565,4,22996.432
11567,2,45296.344
11568,4,45921.043
11569,1,51833.312
11569,2,59386.062
11571,2,17291.477
11573,5,48709.715
11574,3,36726.547
11577,2,61544.57
11580,4,35659.684
11582,3,28491.855
11584,2,16481.768
11589,2,58782.223
11590,2,47941.523
11592,3,72488.35
11599,3,31148.086
11603,5,16421.76
11605,2,31805.557
11606,1,17561.225
11607,2,30929.463
11609,4,45420.64
11614,2,45803.906
11615,2,5983.2407
11618,3,90868.83
11620,4,42149.84
11621,3,36061.09
11625,4,19802.16
11628,2,25593.72
11628,5,11115.752
11630,5,33673.305
11641,2,37663.758
11646,2,53503.312
11652,3,15882.979
11655,5,35901.53
11659,2,64462.023
11661,4,40126.207
11662,2,76973.86
11663,4,52942.65
11667,3,60268.938
11668,4,24349.326
11671,4,27751.793
11673,2,67962.484
11681,2,43237.79
11683,3,65334.605
11690,2,77508.47
11701,5,25091.908
11703,2,60538.656
11708,2,46386.92
11718,3,43223.94
11720,1,13817.473
11724,2,53473.61
11735,5,44680.137
11736,3,54442.63
11738,2,55917.246
11741,2,13152.99
11745,1,17243.129
11747,1,19240.543
11749,1,59874.406
11751,2,21943.656
11752,4,19750.52
11754,3,47152.465
11756,3,101882.81
11757,2,70211.43
11759,4,40377.383
11760,2,36049.086
11765,1,28082.588
11769,4,31229.361
11782,1,19946.027
11787,2,43443.656
11794,3,55169.062
11799,2,56328.965
11801,4,9025.952
11806,2,80537.29
11810,4,24575.0
11811,2,27190.51
11822,2,40913.113
11826,2,42532.316
11841,4,80465.02
11847,2,58243.86
11852,6,25959.107
11853,3,28062.654
11855,3,24145.816
11857,2,11618.774
11861,2,48387.44
11862,2,88114.64
11862,3,13769.855
11865,7,20785.975
11867,2,25522.832
11869,4,12024.684
11871,1,13147.873
11873,4,42902.457
11874,2,63362.406
11875,5,28577.094
11876,3,19825.105
11878,3,56484.76
11886,4,33161.707
11887,3,74967.14
11888,3,27858.854
11889,1,34386.36
11892,2,50516.383
11893,5,23545.21
11894,3,45138.203
11902,2,95939.17
11902,4,36279.656
11903,3,82535.56
11908,4,77017.7
11909,2,47622.383
11911,3,72795.74
11913,4,20140.867
11914,2,36799.684
11915,4,40080.51
11916,3,14341.236
11917,2,29577.422
11917,3,23845.99
11918,2,59542.19
11926,2,60127.508
11931,3,54878.023
11938,4,30607.934
11940,4,37728.523
11942,5,25824.672
11948,2,57399.117
11949,2,75423.16
11954,2,18818.016
11957,4,15945.34
11975,7,22565.73
11976,1,55567.97
11978,7,34949.473
11980,1,27345.52
11989,2,66277.59
11989,4,45431.887
11991,4,18582.084
11995,3,31615.904
11996,7,18406.076
12014,4,31080.27
12031,1,19433.305
12035,5,70120.305
12037,4,55901.348
12038,3,27342.867
12039,3,23980.4
12043,2,81619.234
12048,4,50157.28
12049,4,16198.446
12052,3,26353.59
12053,3,37682.715
12054,2,9208.621
12058,4,33605.78
12059,2,23705.656
12061,4,65094.336
12061,5,32421.1
12068,4,17872.031
12072,6,25155.738
12076,3,48614.56
12080,4,45202.082
12081,4,47808.395
12085,5,62589.535
12088,2,69434.88
12091,4,42365.59
12100,4,18536.441
12105,3,74626.93
12113,3,44546.25
12118,2,56764.555
12120,1,18777.963
12121,4,16974.652
12124,2,30766.322
12126,2,78531.05
12126,3,23511.648
12128,2,14358.334
12133,4,18654.377
12135,3,47837.85
12137,3,43198.62
12138,1,22278.535
12138,4,25795.537
12143,4,17601.533
12145,4,13674.273
12150,3,30827.008
12153,4,88591.46
12155,3,51359.94
12157,6,55991.062
12160,2,11718.56
12166,3,25552.715
12168,3,30013.168
12172,3,50327.31
12174,1,56696.875
12176,3,83714.07
12179,2,47597.637
12180,4,20667.818
12181,5,19542.904
12185,2,65334.605
12191,4,36032.65
12192,3,37433.867
12195,1,20479.17
12198,3,37138.09
12200,5,66826.54
12201,4,50882.61
12205,3,65181.03
12206,2,78123.07
12206,3,10627.785
12211,4,69397.04
12228,2,24345.645
12233,2,24421.63
12251,2,10668.744
12251,3,30225.13
12253,2,13650.672
12255,2,64751.855
12256,5,27963.666
12258,3,62935.47
12261,3,37244.86
12262,4,41862.266
12271,2,44804.09
12274,6,9296.603
12280,2,77914.25
12281,4,76342.07
12282,1,24593.943
12286,4,57191.01
12287,6,29070.46
12288,4,17260.27
12295,1,52251.85
12299,4,39384.75
12305,3,47507.613
12307,3,62711.27
12308,4,51578.29
12310,3,39986.312
12313,3,27437.111
12315,2,51597.34
12316,1,42753.48
12319,2,64957.215
12321,4,59396.23
12327,2,33980.004
12332,2,33126.15
12333,3,42829.637
12333,4,33209.82
12335,3,39200.824
12339,3,34542.746
12341,4,81967.27
12342,5,56148.004
12343,2,35452.37
12344,2,22396.766
12346,4,42481.004
12348,3,46169.285
12350,2,67276.28
12351,1,15787.802
12354,3,65710.86
12355,3,58622.49
12360,6,16805.229
12368,2,73264.51
12369,4,34315.34
12370,4,30550.207
12373,6,37442.09
12378,3,55717.508
12383,2,77944.39
12384,3,71147.79
12391,2,99853.22
12392,2,75785.69
12396,1,58105.668
12397,4,38606.67
12401,3,31276.268
12405,2,20418.67
12407,2,71306.43
12408,2,92322.58
12410,2,75167.484
12426,4,26627.766
12429,2,23444.703
12433,3,26135.357
12437,3,45328.8
12440,3,85304.445
12441,3,54827.34
12441,4,25512.361
12442,3,73827.664
12445,4,13196.81
12447,2,20015.09
12447,4,65164.78
12453,3,65933.805
12456,4,66238.67
12457,2,25637.088
12459,3,23546.002
12460,2,25203.947
12461,3,38507.496
12466,1,15188.784
12466,3,57351.887
12468,3,23258.703
12469,2,78706.04
12474,1,22448.441
12475,3,47863.99
12478,2,42990.65
12486,3,36107.285
12487,8,6392.871
12489,3,51069.465
12490,3,27925.096
12496,2,41672.297
12498,3,42070.656
12501,4,6290.971
12502,5,28779.592
12503,3,19524.168
12506,3,37911.05
12508,2,76239.64
12509,4,14928.162
12524,2,25455.795
12542,2,14859.081
12544,1,49487.48
12545,3,46922.027
12564,5,26085.016
12567,4,24765.91
12570,2,22510.906
12583,3,19161.744
12584,3,65459.688
12589,4,63010.426
12596,3,48541.246
12600,3,49456.953
12601,2,42293.938
12604,3,48110.18
12605,3,15536.386
12611,2,19323.1
12615,2,106173.336
12616,2,19502.203
12617,5,42308.62
12620,2,82478.88
12628,1,34752.21
12630,1,20908.266
12634,4,32665.979
12635,2,26483.51
12636,3,39860.363
12641,6,32977.05
12642,4,13415.314
12650,4,17453.459
12656,2,28239.787
12660,2,24122.055
12666,3,30919.566
12668,1,19081.783
12674,2,22281.139
12681,2,33906.07
12682,3,20203.574
12685,2,33896.418
12687,2,32831.78
12697,2,8788.78
12705,4,28819.344
12706,1,43381.855
12707,2,35485.47
12714,3,31084.002
12715,2,26692.975
12718,2,38304.58
12721,1,36108.074
12731,3,34299.934
12734,2,31311.682
12736,2,25673.764
12737,1,51175.17
12739,2,53506.457
12742,2,40023.73
12748,1,20867.008
12754,3,40875.855
12759,1,15235.714
12765,4,45852.64
12767,2,31348.258
12769,2,19599.258
12786,2,36069.355
12788,3,29241.041
12791,3,31406.924
12795,5,24029.2
12797,2,20639.215
12799,4,35292.71
12806,5,24685.229
12809,2,24808.729
12828,3,27280.676
12837,4,12542.678
12839,2,65336.887
12842,3,16454.527
12845,5,44052.223
12850,2,27018.95
12851,2,91079.164
12852,5,39644.926
12860,3,20241.877
12862,4,43825.445
12869,2,39284.273
12872,2,27550.693
12874,4,11409.718
12875,3,43508.957
12878,5,35486.062
12879,2,85546.81
12885,4,46186.605
12886,2,50972.062
12887,2,25470.172
12894,1,9308.886
12901,1,11889.317
12906,3,13676.002
12908,3,30828.375
12910,3,64820.023
12911,4,68583.55
12913,1,4330.2993
12923,5,42477.695
12925,5,24248.344
12927,1,18192.705
12928,3,74545.23
12931,5,54261.137
12932,2,53570.383
12940,3,37113.51
12943,2,67668.23
12952,2,104619.555
12954,2,43731.76
12955,2,16899.7
12956,2,78329.766
12957,4,18415.477
12960,3,71359.83
12967,4,45715.836
12968,5,50843.758
12971,2,70863.445
12974,2,70928.54
12976,4,10663.63
12979,2,20751.752
12981,5,41795.895
12984,2,61290.293
12989,3,59353.04
12990,2,20599.506
12992,2,81612.67
12992,3,48998.426
12998,3,29530.953
13002,1,22878.895
13020,3,59158.934
13026,3,82373.48
13028,4,17955.602
13029,3,57117.945
13033,3,91171.0
13034,2,25743.426
13037,3,78652.18
13043,4,35298.527
13045,3,9477.197
13046,2,35572.74
13048,2,76260.18
13056,1,70429.88
13065,3,110100.28
13071,3,39111.617
13074,4,54544.85
13075,4,31824.049
13080,3,31045.605
13081,3,32384.863
13093,2,80564.375
13097,4,56989.9
13101,4,22719.004
13103,4,36499.234
13107,3,73445.17
13108,1,26994.01
13110,3,22974.129
13112,4,99389.98
13113,3,34661.516
13114,2,25035.088
13114,3,49088.074
13115,2,29510.191
13116,5,27258.166
13124,3,66007.19
13128,3,23908.146
13132,4,37775.96
13138,3,45282.09
13144,3,31827.39
13146,4,79059.445
13147,3,24212.812
13157,3,33535.055
13158,4,58586.523
13159,4,68347.23
13161,4,5410.15
13166,3,33603.227
13169,1,7612.158
13189,3,21793.656
13190,4,59630.94
13194,2,81518.71
13195,3,16329.351
13200,3,22439.445
13203,5,74539.93
13204,2,68064.516
13206,1,23934.363
13211,4,50689.973
13214,2,34663.2
13222,2,49104.836
13224,5,46250.266
13225,4,55164.742
13230,2,18297.537
13233,2,56764.555
13235,3,20116.723
13239,3,19888.18
13242,4,32176.314
13244,5,23795.873
13249,2,9964.988
13250,2,36063.516
13251,2,31052.664
13261,2,48851.887
13262,5,71762.07
13264,5,6053.0337
13270,3,59653.684
13271,3,70480.25
13278,3,76897.37
13280,2,18074.72
13282,5,17644.145
13283,5,20044.123
13286,3,33485.69
13288,5,25852.643
13289,3,17973.742
13293,2,49630.754
13295,3,41002.027
13299,2,37568.812
13300,3,62242.86
13304,2,53996.438
13307,4,37878.496
13309,4,55005.17
13310,2,80929.57
13311,5,16496.717
13314,4,36920.934
13314,5,3509.6682
13319,1,42708.656
13321,1,53788.188
13323,2,61002.14
13324,4,25829.396
13325,3,43160.15
13330,5,14763.047
13334,2,49103.14
13336,2,71050.77
13339,1,79273.66
13339,3,58540.605
13341,6,17033.701
13345,6,23219.988
13350,2,10051.941
13351,2,53657.55
13353,4,79196.13
13354,5,62830.305
13355,4,71498.164
13356,4,39957.484
13365,3,39393.402
13366,2,36195.855
13369,2,46688.836
13370,2,54461.586
13372,2,34308.895
13377,1,44332.23
13378,2,31814.479
13386,2,16985.777
13389,2,32372.67
13398,2,12533.3955
13399,3,26202.535
13402,5,23577.436
13407,1,16977.85
13407,2,48284.97
13412,2,31668.916
13415,2,29689.875
13425,2,58077.65
13427,1,20143.582
13431,2,15614.775
13432,2,17955.79
13434,2,21119.637
13435,2,68768.016
13436,3,65402.348
13439,3,33290.51
13445,4,68135.36
13447,3,78678.94
13455,2,57315.586
13458,1,35926.66
13460,2,18838.896
13461,6,39829.81
13463,2,53359.574
13470,1,23373.465
13472,3,24343.227
13473,2,62159.19
13479,4,38033.77
13480,3,47760.5
13487,6,23819.691
13494,2,6078.005
13500,5,23648.092
13512,1,20234.209
13513,1,30620.021
13514,2,23772.68
13516,2,41119.273
13518,3,44464.203
13520,4,75349.914
13526,4,20091.438
13528,2,59482.723
13531,2,65645.6
13533,4,49426.855
13534,4,13651.057
13536,3,12668.03
13542,3,47448.484
13544,2,52012.645
13545,2,19082.428
13546,2,56615.02
13553,4,11860.477
13557,3,16816.605
13560,4,33307.715
13562,2,42773.84
13564,3,60472.86
13571,5,82283.09
13573,3,23044.564
13577,1,51186.41
13579,3,29959.457
13589,2,68581.68
13596,3,39517.625
13606,3,25545.494
13610,2,19574.781
13618,2,25860.02
13618,3,16228.895
13620,4,28066.717
13622,2,43970.14
13626,5,53050.22
13632,4,63673.812
13637,1,36388.863
13642,3,34893.805
13643,3,48356.906
13644,2,18281.832
13649,2,32006.184
13656,2,67243.625
13656,3,34755.625
13659,3,54875.938
13663,2,55149.38
13665,4,17038.553
13670,4,23089.82
13672,3,33055.855
13678,5,25850.502
13691,3,58192.94
13692,2,42120.133
13696,2,8256.769
13700,5,19183.965
13702,2,48993.742
13704,4,46774.5
13705,2,53993.492
13706,2,53872.71
13707,4,37574.043
13712,5,23729.104
13713,2,93702.445
13719,4,66674.625
13720,2,81202.336
13723,3,61962.867
13730,2,30742.174
13734,4,48288.348
13735,3,45214.098
13737,5,59151.0
13741,3,47799.1
13746,3,35047.812
13756,3,24074.365
13760,1,52206.715
13762,3,31122.06
13766,4,32944.492
13773,4,73437.62
13782,6,9115.005
13783,4,37540.473
13787,4,15638.611
13788,3,81460.97
13790,3,37849.94
13791,8,43758.336
13795,3,19151.846
13799,4,58662.598
13802,1,14701.752
13802,2,37858.457
13803,3,25386.527
13809,5,35117.316
13814,4,14860.674
13817,2,35382.008
13823,2,31865.713
13825,2,11124.107
13827,3,28081.014
13835,2,65825.914
13838,4,38546.23
13839,4,20318.69
13840,2,52089.844
13845,3,64688.13
13851,4,78755.664
13862,3,71017.92
13864,2,38009.387
13873,2,19135.84
13875,3,23155.21
13877,2,44096.887
13878,2,55602.04
13880,3,27343.887
13887,2,26674.125
13890,4,26089.08
13892,2,52664.56
13895,2,67427.16
13900,6,55210.938
13901,7,10581.065
13903,5,38109.668
13905,5,35732.188
13907,2,23609.57
13915,2,23115.129
13920,1,17196.54
13924,2,36347.707
13931,3,38380.6
13933,3,49889.043
13933,6,21465.553
13937,4,78314.164
13943,2,15900.118
13944,5,53137.016
13947,6,22582.025
13966,3,68554.38
13968,4,47389.973
13969,4,48686.5
13970,2,39991.945
13975,3,40081.79
13984,2,40873.586
13984,3,14035.318
13986,2,61410.816
13987,2,89579.39
13993,6,8514.113
13994,2,86839.23
13999,3,65054.836
14001,3,63263.5
14002,3,29919.258
14009,1,13501.576
14014,3,48821.746
14014,5,55663.645
14022,1,31476.408
14023,3,26619.174
14026,2,20524.695
14028,1,12700.354
14031,2,52593.438
14033,2,67529.53
14035,3,54637.855
14037,4,34865.188
14039,1,33874.754
14048,2,60290.777
14054,4,46263.145
14055,4,70389.61
14056,2,46013.613
14059,4,54209.867
14063,5,9716.669
14064,2,35310.254
14072,2,59241.81
14075,1,30877.271
14076,2,46772.25
14078,4,56928.645
14080,6,9216.11
14082,4,35535.73
14084,3,13676.735
14085,4,53950.29
14086,3,69538.1
14087,1,17178.387
14088,4,69532.89
14088,6,10601.945
14090,2,23850.6
14091,5,32582.361
14094,1,68653.125
14097,1,19428.393
14098,4,36598.445
14103,1,72022.89
14107,3,33001.44
14113,3,60189.223
14117,4,31572.795
14118,2,44199.402
14127,2,55928.855
14130,3,84476.34
14131,2,16684.152
14132,4,53494.574
14134,2,50562.34
14143,2,11001.05
14143,3,57727.168
14147,3,19393.201
14148,3,17866.111
14150,4,59323.38
14153,4,19074.496
14155,2,51634.35
14156,3,34712.316
14162,2,40519.785
14166,2,48559.484
14167,2,12887.383
14173,2,64324.656
14175,1,37967.773
14179,4,34436.94
14182,5,58435.855
14184,6,20426.191
14188,4,38684.44
14191,3,49737.3
14192,3,34803.688
14192,6,27585.637
14193,2,21202.031
14194,4,38376.098
14203,4,45136.145
14209,4,73353.81
14211,5,31755.91
